"Region","year","births_count","doctors_per_capita","hosp_count","IMR_all","LOS","pc_beds","pc_cancer","pc_diabetes","pop","pop_m","pop_f","pc_digestive","pc_genitourinary","pc_injury","pc_respiratory","pc_TB","urban_percent","pc_hosp"
"Sayram",2018,6175,2.21,3,8.9,6.9,2.83,4.441,18.538,204.2,104.9,102.9,56.893,54.274,20.917,147.738,0.201,NA,14.6914789422135
"Shardara",2000,1641,1.88,5,15.9,11.6,4.05,1.901,0.82,65.9,33.12,33.12,7.542,9.165,2.322,77.299,1.275,39.05,75.8725341426404
"Shardara",2001,1825,1.69,5,24.08,10.1,3.98,2.154,0.8745,67.5,33.7,33.1,8.597,11.836,2.836,49.672,1.766,39.15,74.0740740740741
"Shardara",2002,1767,1.79,5,11.81,10.3,4.25,2.123,0.8878,68.3,34.43,33.95,31.683,19.458,4.158,80.937,1.669,39.17,73.2064421669107
"Shardara",2003,1906,1.64,5,13,9.9,4.14,2.272,0.8671,69.1,35.26,34.74,23.806,12.011,4.356,70.361,1.939,39.25,72.3589001447178
"Shardara",2004,2210,1.74,5,11.6,9.4,4.04,2.243,0.8586,70.9,36.01,35.7,13.26,11.65,5.811,72.609,1.586,39.56,70.5218617771509
"Shardara",2005,2158,1.58,5,10.4,9.4,4.23,2.242,0.873,72.4,32.4,33.1,14.585,12.14,10.594,89.254,1.571,39.4,69.060773480663
"Shardara",2006,2489,1.57,5,15.3,11.2,3.88,2.969,0.853,73.9,37.3,37.2,12.557,18.701,10.731,105.047,1.06,39.1,67.65899864682
"Shardara",2007,1705,1.36,5,19.7,8.5,3.81,2.855,0.8785,75.7,38.1,38.1,10.836,11.658,3.7,107.785,1.445,39.2,66.0501981505945
"Shardara",2008,2339,1.47,5,18.4,8.2,3.75,3.249,0.89,76.8,38.7,38.4,13.229,5.351,1.224,162.851,1.26,41.9,65.1041666666667
"Shardara",2009,2301,1.48,3,9.3,8.3,3.71,3.359,1,78,39,39,3.469,3.166,2.282,167.397,1.107,32.5,38.4615384615385
"Shardara",2010,2218,1.62,3,15.2,9.2,3.6,3.602,0.526,76,38.6,37.8,4.145,7.592,3.263,184.671,1.088,30.7,39.4736842105263
"Shardara",2011,1694,1.68,3,14.7,9.3,3.41,3.894,0.577,77.2,39.5,38.1,20.434,8.75,2.711,205.684,1.092,39.7,38.860103626943
"Shardara",2012,2304,1.77,3,15.3,9.9,3.38,3.484,0.609,78.1,40,38.4,31.139,9.936,2.676,197.567,1.062,39.4,38.4122919334187
"Shardara",2013,1342,1.68,3,13.9,9.5,3.32,3.713,0.607,78.9,40.5,38.8,31.115,9.911,5.032,197.148,1.037,39,38.0228136882129
"Shardara",2014,2119,1.74,3,16.3,9.7,3.31,3.054,9.404,79.3,40.6,38.7,31.816,9.912,5.132,207.516,0.989,38.5,37.8310214375788
"Shardara",2015,1944,1.52,2,14.2,10.1,2.75,3.023,9.209,79.3,40.6,38.8,56.778,32.628,4.472,179.153,0.744,38.5,25.2206809583859
"Shardara",2016,2028,1.62,2,10.2,7.9,2.76,2.758,10.484,79.1,40.5,38.3,62.802,41.202,6.901,161.548,0.693,37.6,25.2844500632111
"Shardara",2017,1966,1.82,2,6.1,7.8,2.7,3.301,11.165,78.6,40.5,38,58.448,45.712,6.349,147.091,0.72,36.9,25.4452926208651
"Shardara",2018,2071,1.63,1,7.7,7.3,2.19,3.711,17.382,77.9,40.4,37.7,59.706,45.906,5.533,149.388,0.501,36.4,12.8369704749679
"Shymkent city",2000,6774,3.33,38,22,10.3,4.9,5.349,1.218,418.7,210.92,235.44,109.551,31.189,70.759,234.375,1.665,91.78,90.7571053260091
"Shymkent city",2001,7799,3.28,26,16.4,10.8,4.99,5.829,1.234,411.7,213.05,235.3,113.147,33.907,75.849,252.768,1.395,92.15,63.1527811513238
"Shymkent city",2002,8610,2.98,27,18.99,10.7,4.09,4.909,1.2237,476.1,232.24,256.28,97.655,31.543,66.051,29.243,1.533,92.18,56.710775047259
"Shymkent city",2003,9629,3.04,40,13.9,10.4,4.03,4.568,1.2472,510.3,234.71,259.77,90.533,38.885,65.202,224.474,1.157,92.22,78.3852635704488
"Shymkent city",2004,11431,3.21,41,13.3,9.6,4,4.974,1.2223,517.6,247.67,273.68,106.24,42.591,62.736,235.497,1.025,100,79.2117465224111
"Shymkent city",2005,12461,3.2,42,32.3,8.5,4.04,5.307,1.211,524,230.6,342.2,91.563,56.435,70.513,255.664,1.011,100,80.1526717557252
"Shymkent city",2006,13122,3.21,40,17.9,9.4,4.02,6.064,1.336,530.9,242.9,393.7,86.231,47.018,53.635,213.48,0.83,100,75.3437558862309
"Shymkent city",2007,16533,3.36,45,19.3,8.6,4.27,6.534,1.3313,540.4,270.4,298.1,39.093,41.153,55.771,216.743,0.952,100,83.2716506291636
"Shymkent city",2008,17330,2.6,33,26.9,8.3,3.94,6.998,1.34,560.7,264.6,293.1,47.116,32.992,82.78,219.67,0.993,100,58.8550026752274
"Shymkent city",2009,15794,2.62,34,47.7,7.9,3.74,7.03,1.37,589,282,337,48.674,57.277,87.05,251.803,0.997,100,57.7249575551783
"Shymkent city",2010,18789,7.1,32,29.9,7.3,2.92,7.553,0.65,624.4,287.5,317.2,50.41,47.407,40.381,221.682,1.03,100,51.249199231262
"Shymkent city",2011,31763,7.3,38,15.8,8.6,2.82,7.701,1.025,636,290.4,325,66.946,38.204,43.096,199.656,0.829,100,59.748427672956
"Shymkent city",2012,18865,7.11,36,11.8,8.8,2.74,7.581,1.105,652.5,300.3,335.2,64.378,38.352,41.86,193.232,0.789,100,55.1724137931034
"Shymkent city",2013,34854,5.86,47,10.3,8.5,2.56,7.529,1.099,673.6,303.8,340,63.13,37.617,41.058,189.528,0.716,100,69.7743467933492
"Shymkent city",2014,23363,2.61,41,9.6,8.3,1.89,6.674,20.661,770.4,324,360.2,64.952,36.233,36.59,185.182,0.737,100,53.2191069574247
"Shymkent city",2015,24010,3.57,48,8.2,8.4,1.85,5.651,13.177,872.1,424.9,460.2,75.908,64.691,17.897,164.415,0.609,100,55.0395596835225
"Shymkent city",2016,23125,3.57,41,7.3,7.9,1.73,6.227,14.241,899.6,438.6,456.4,69.502,60.156,20.255,192.474,0.429,100,45.5758114717652
"Shymkent city",2017,25739,3.62,48,13,10.2,1.85,6.247,15.034,952.2,458.5,493.7,75.055,65.937,17.731,211.23,0.513,100,50.4095778197858
"Shymkent city",2018,NA,3.98,26,8.4,8.4,3.01,6.052,23.458,980.6,471.5,509.1,73.033,63.976,16.068,218.279,0.431,100,26.5143789516622
"Sozak",2000,1162,1.11,12,25.7,12.1,5.98,1.903,0.503,48.1,24.14,24.14,8.254,3.742,11.247,7.692,1.372,13.59,249.480249480249
"Sozak",2001,1162,1.46,12,29.08,10.5,5.97,2.286,0.549,49,24.3,23.7,5.124,4.834,4.563,6.867,1.515,13.89,244.897959183673
"Sozak",2002,1143,1.52,13,28.88,11.6,6.28,1.967,0.5288,48.8,24.7,23.9,8.565,6.946,7.889,7.418,1.455,14.38,266.393442622951
"Sozak",2003,1287,1.58,13,21.9,10.9,6.12,1.89,0.5301,49.2,25.24,24.5,6.504,7.296,4.227,10.67,1.179,15.48,264.227642276423
"Sozak",2004,1428,1.31,11,30,10.9,6.05,3.191,0.5536,50.1,25.56,24.79,17.685,10.978,8.124,22.435,1.024,15.82,219.560878243513
"Sozak",2005,1325,1.31,11,13.7,10.4,6.23,1.676,0.545,50.8,20.8,23.7,35.214,9.1,8.16,53.392,1.466,15.82,216.535433070866
"Sozak",2006,1656,1.35,11,15.1,10.3,6.33,1.529,0.523,51.6,26.5,25.6,21.473,10.639,5.775,49.574,1.07,15.75,213.178294573643
"Sozak",2007,1432,1.42,5,15.5,10.1,5.77,1.686,0.5658,52.7,27,26.2,16.224,9.336,8.235,42.676,0.835,15.78,94.876660341556
"Sozak",2008,1707,1.5,7,24,9.9,4.68,1.804,0.573,53.9,27.7,26.7,12.727,12.857,9.128,14.954,1.065,0,129.87012987013
"Sozak",2009,1689,1.69,9,19.4,9.1,4.62,2.096,0.512,54.5,27.5,27,13.049,8.965,9.509,31.215,0.724,0,165.137614678899
"Sozak",2010,1736,2.4,9,22,9.8,4.98,2.377,1.57,53.5,27.6,26.6,16.019,6.168,8.093,67.178,0.701,NA,168.224299065421
"Sozak",2011,1418,2.47,9,17.6,9.1,4.86,3.214,0.174,54.9,28.1,27.4,21.421,7.196,9.533,84.579,0.71,NA,163.934426229508
"Sozak",2012,1782,2.52,10,14.4,8.5,5.45,3.151,0.51,56.2,28.8,27.9,21.263,7.1,9.579,81.566,0.71,NA,177.935943060498
"Sozak",2013,1138,2.46,10,20.1,8.2,3.98,3.235,0.507,57.5,30.1,29.1,20.991,7.009,10.191,80.504,0.623,NA,173.913043478261
"Sozak",2014,1739,2.35,8,13.1,8.1,3.88,3.078,8,59,30.4,29.3,19.065,8.01,10.262,76.257,0.504,NA,135.593220338983
"Sozak",2015,1681,1.94,8,11.4,7.6,3.6,3.73,8.146,60.3,30.4,29.3,17.67,20.04,6.465,43.595,0.373,NA,132.669983416252
"Sozak",2016,1616,2,10,10.6,7.8,4.68,3.265,8.216,61.3,31.4,30.2,25.014,25.095,11.308,91.228,0.282,NA,163.132137030995
"Sozak",2017,1598,2.01,10,5.4,7.5,4.17,3.506,8.841,62,31.6,30.4,40.047,22.27,17.32,112.447,0.31,NA,161.290322580645
"Sozak",2018,1512,2.07,1,6.3,7.2,4.23,3.717,13.856,61.3,31.4,30.1,50.582,60.004,15.763,106.983,0.228,NA,16.3132137030995
"Tole Bi",2000,2471,1.43,5,14,10.8,4.49,2.637,0.64,107.5,52.58,52.58,11.386,9.153,11.851,87.367,0.874,19.52,46.5116279069767
"Tole Bi",2001,2309,1.56,5,18.31,10.5,4.45,2.567,0.695,109,52.5,52.6,9.288,8.688,7.458,102.505,0.684,18.87,45.8715596330275
"Tole Bi",2002,2386,1.68,5,19.78,10.5,4.57,3.389,0.6753,107.7,53.04,53.2,26.87,18.56,15.32,92.516,0.761,18.34,46.4252553389044
"Tole Bi",2003,2404,1.71,5,14,10.4,4.53,3.602,0.625,106.6,53.63,53.59,20.018,17.851,9.953,76.613,0.76,17.9,46.9043151969981
"Tole Bi",2004,2717,1.7,5,11.6,9.6,4.5,3.996,0.6973,108,54.36,54.44,18.555,13.833,10.139,107.555,0.738,17.52,46.2962962962963
"Tole Bi",2005,2615,1.6,5,13.8,9.3,4.62,3.907,0.654,109.7,59.7,52.6,18.573,17.72,11.672,99.42,0.71,17.52,45.5788514129444
"Tole Bi",2006,2946,1.61,5,21.3,9,4.34,4.29,0.645,111.7,56.3,56.4,30.636,33.858,17.565,115.649,0.71,17.46,44.762757385855
"Tole Bi",2007,2426,1.75,3,19.5,8.8,4.05,4.306,0.606,113.9,57.4,57.4,25.487,29.543,10.342,94.925,0.685,17.35,26.3388937664618
"Tole Bi",2008,3247,1.75,3,29.3,8.6,3.97,3.943,0.615,116.1,58.9,58.6,30.93,22.86,12.334,114.005,0.956,18.91,25.8397932816537
"Tole Bi",2009,3462,1.84,3,10.4,8.4,3.92,4.099,1.42,117.5,58.5,59,38.184,25.625,17.846,135.228,0.758,22,25.531914893617
"Tole Bi",2010,3366,1.92,3,13,7.5,3.54,4.527,0.651,126,63.6,63.6,39.27,27.556,17.563,143.04,0.703,24.7,23.8095238095238
"Tole Bi",2011,2348,2.04,2,16.7,9.1,3.05,4.769,0.67,128.8,65.1,65.1,34.563,26.54,10.048,172.008,0.667,19.4,15.527950310559
"Tole Bi",2012,3613,2.01,2,18.5,8,3,4.782,0.686,131.2,66.1,65.8,34.009,24.924,10.549,166.829,0.644,19.1,15.2439024390244
"Tole Bi",2013,1787,1.96,2,18.5,7.4,3,4.649,0.685,132.7,66.9,66.4,33.836,24.8,9.314,166.541,0.564,18.5,15.0715900527506
"Tole Bi",2014,3276,2.33,2,12.1,7.3,3.35,3.851,98.19,124.3,67.2,66.8,34.942,24.335,10.382,196.936,0.528,17.9,16.0901045856798
"Tole Bi",2015,3265,1.91,2,13.3,7.2,3.27,4.324,11.932,116.1,57.9,57.4,68.768,53.996,23.213,224.804,0.458,20.8,17.2265288544358
"Tole Bi",2016,3154,1.95,2,11.4,7.1,3.25,4.297,12.037,117.1,58.9,58.4,41.236,47.604,23.205,187.925,0.396,20.4,17.0794192997438
"Tole Bi",2017,2931,2.17,2,7.5,6.8,3.15,4.363,12.765,118.2,59.3,58.8,36.008,41.127,25.433,194.258,0.538,20.2,16.9204737732657
"Tole Bi",2018,2989,2.03,2,8.2,6.8,3.18,4.713,19.083,117.3,59.1,58.6,38.592,42.649,22.603,187.751,0.409,20.4,17.0502983802217
"Tulkibas",2000,1768,1.8,7,20.3,11.4,4.52,2.279,0.856,87.9,42.6,42.6,10.262,10.182,5.313,80.364,1.388,17.11,79.6359499431172
"Tulkibas",2001,1821,1.84,8,19.57,11.1,4.82,2.502,0.891,89,42.67,44.1,16.072,16.795,20.835,90.09,1.422,17.05,89.8876404494382
"Tulkibas",2002,1837,1.77,8,15.63,10.6,4.87,2.52,0.8009,88.9,43.3,45,18.053,18.47,17.469,81.833,1.271,16.88,89.9887514060742
"Tulkibas",2003,1875,1.67,8,13.6,10.6,4.78,2.85,0.8922,89.1,44.16,45.8,21.762,21.661,16.7,14,1.1,17.04,89.7867564534231
"Tulkibas",2004,2008,1.87,6,12.9,9.9,4.7,3.053,0.8688,90.8,44.95,46.71,27.335,14.692,14.779,13.798,1.089,16.97,66.079295154185
"Tulkibas",2005,2000,1.86,6,11.7,9.5,4.86,3.337,0.873,92.5,42.5,44.1,26.984,28.075,11.05,135.113,1.044,16.95,64.8648648648649
"Tulkibas",2006,2331,1.89,6,17.7,9.3,4.51,4.29,0.881,94.3,46.7,48.6,19.957,21.22,16.458,93.691,0.81,16.85,63.626723223754
"Tulkibas",2007,1858,1.56,5,17.6,9.2,4.3,3.202,0.8796,96.5,47.8,49.7,39.782,28.466,19.668,145.824,0.861,17.2,51.8134715025907
"Tulkibas",2008,2533,1.54,6,18.2,8.9,4.22,3.025,0.883,98.6,48.9,50.7,38.712,26.227,27.769,113.306,0.851,0,60.8519269776876
"Tulkibas",2009,2568,1.67,6,9,8.6,4.15,3.326,1.092,100,49,21,63.306,28.623,34.207,147.712,0.761,0,60
"Tulkibas",2010,2543,1.81,6,12.3,5.7,3.88,3.742,0.282,99.1,49.2,51.4,33.128,31.604,28.426,154.823,0.684,NA,60.5449041372351
"Tulkibas",2011,1928,1.87,4,14.7,8.6,3.27,4.268,0.379,102.2,51.5,52.4,39.637,45.52,20.575,158.133,0.676,NA,39.1389432485323
"Tulkibas",2012,2583,1.88,4,12.7,7.5,3.19,4.589,0.403,105.3,53,53.4,28.015,27.037,20.038,161.187,0.646,NA,37.9867046533713
"Tulkibas",2013,1708,1.95,4,12.4,7.5,3.14,4.469,0.405,107.4,54,54.5,27.663,26.704,22.83,159.069,0.636,NA,37.243947858473
"Tulkibas",2014,2713,1.98,4,13.5,7.2,3.48,4.348,9.655,108.5,54.3,54.8,27.794,25.104,22.948,172.999,0.605,NA,36.8663594470046
"Tulkibas",2015,2706,1.9,4,12.8,7.4,3.4,4.095,9.505,109.6,54.3,54.8,62.464,51.757,27.689,228.522,0.47,NA,36.4963503649635
"Tulkibas",2016,2560,1.9,4,9.6,7.3,3.38,4.56,10.853,110.5,55.3,55.5,62.782,51.809,22.064,228.974,0.383,NA,36.1990950226244
"Tulkibas",2017,2403,2.04,4,1.7,7,3.37,4.61,11.289,111.2,55.5,55.6,54.04,50.942,23.819,183.112,0.507,NA,35.9712230215827
"Tulkibas",2018,2414,2.04,1,7.9,6.1,3.38,4.909,14.969,111,55.6,55.7,67.388,45.177,24.291,175.765,0.369,NA,9.00900900900901
"Turkistan city",2000,4273,1.83,9,19.7,11.2,3.22,2.669,1.012,177.2,86.5,86.58,76.518,29.526,17.539,272.212,1.242,48.42,50.7900677200903
"Turkistan city",2001,4248,2.02,9,17.19,10.8,3.08,2.133,1.066,180,87.08,88.1,50.356,22.989,12.589,146.383,1.189,48.04,50
"Turkistan city",2002,4353,2.04,9,15.49,10.9,3.14,2.08,1.061,179.8,89.7,89.7,74.416,27.641,10.634,155.578,1.09,48.11,50.055617352614
"Turkistan city",2003,4952,2.35,9,14.2,10.6,3.09,1.73,1.0724,179.7,90.29,90.99,65.982,36,76.761,205.882,1.53,47.91,50.0834724540902
"Turkistan city",2004,5407,2.36,10,14.5,10.3,3.14,1.881,1.0552,182.8,92.06,92.34,97.035,30.831,30,241.044,1.264,47.75,54.7045951859956
"Turkistan city",2005,5362,2.35,10,14.5,9.6,3.09,2.073,1.056,186.4,86.4,88.1,53.12,43.535,18.315,174.726,1.01,47.75,53.6480686695279
"Turkistan city",2006,5693,2.4,10,16.2,9.7,2.99,2.666,1.078,191,96.5,96.9,48.178,35.246,9.55,178.818,0.87,48,52.3560209424084
"Turkistan city",2007,6304,1.78,10,18.4,9.2,4.93,2.916,1.0612,195.6,98.7,99,44.755,31.012,26.82,156.447,0.844,48,51.1247443762781
"Turkistan city",2008,7258,1.88,12,26.5,8.8,3.11,3.062,1.054,199.9,100,100.1,33.438,19.865,7.49,63.402,0.838,58.7,60.0300150075037
"Turkistan city",2009,7056,1.89,12,22.5,8.3,3.44,3.176,1.532,202,101,101,27.17,26.647,14.96,64.472,0.725,119,59.4059405940594
"Turkistan city",2010,7216,1.94,12,20.8,9,2.46,3.533,0.287,233.5,118,117.8,47.448,19.268,3.632,72.861,0.696,58.5,51.3918629550321
"Turkistan city",2011,7801,2.05,11,15.3,10,2.48,3.404,0.331,237.2,119.6,120,52.981,13.426,8.325,61.91,0.6,62.8,46.3743676222597
"Turkistan city",2012,7580,2.1,10,18.8,9.3,2.34,3.136,0.354,241.8,122,121.8,54.711,13.854,8.197,61.841,0.556,62.7,41.3564929693962
"Turkistan city",2013,8239,2.05,10,13.4,9.3,2.3,3.276,0.377,246.3,125.8,125,54.133,13.735,8.274,61.218,0.529,62.5,40.6008932196508
"Turkistan city",2014,8122,2.05,8,12.1,9.4,1.92,3.069,8.839,251,127.1,126,71.805,11.725,8.53,66.948,0.532,62.3,31.8725099601594
"Turkistan city",2015,7770,2.18,7,9.7,9.6,2.18,2.858,9.972,255,127.1,126,56.825,21.191,24.943,99.5248,0.426,62.3,27.4509803921569
"Turkistan city",2016,8229,2.05,11,11.9,9.2,2.12,3.297,10.774,258.1,130.4,128.9,66.273,33.613,10.358,178.922,0.361,61.7,42.6191398682681
"Turkistan city",2017,8092,2.21,6,9,8.2,1.98,3.596,11.743,262.8,132.3,130.5,70.229,47.018,10.019,150.54,0.763,61.5,22.8310502283105
"Turkistan city",2018,6196,2.15,16,8,7.6,5.3,4.561,26.493,170.4,82.6,82,116.329,71.669,14.943,261.221,0.455,100,93.8967136150235
